YEAR,COUNTY_DISTRICT_CODE,DISTRICT_NAME,SCHOOL_CODE,SCHOOL_NAME,ENROLLMENT_GRADES_K_12,DISCIPLINE_INCIDENTS,DISCIPLINE_INCIDENT_RATE,DISCIPLINE_ALCOHOL,DISCIPLINE_ALCOHOL_RATE,DISCIPLINE_DRUG,DISCIPLINE_DRUG_RATE,DISCIPLINE_OTHER,DISCIPLINE_OTHER_RATE,DISCIPLINE_TOBACCO,DISCIPLINE_TOBACCO_RATE,DISCIPLINE_VIOLENCE,DISCIPLINE_VIOLENCE_RATE,DISCIPLINE_WEAPON,DISCIPLINE_WEAPON_RATE,DISCIPLINE_REMOVAL_IN_SCHL_SUSP,DISCIPLINE_REMOVAL_IN_SCHL_SUSP_RATE,DISCIPLINE_REMOVAL_OUT_SCHL_SUSP,DISCIPLINE_REMOVAL_OUT_SCHL_SUSP_RATE,DISCIPLINE_REMOVAL_EXPULSION,DISCIPLINE_EXPULSION_RATE,DISCIPLINE_MORE_10_DAYS,DISCIPLINE_MORE_10_DAYS_RATE
2008,024089,EXCELSIOR SPRINGS 40,1080,EXCELSIOR SPRINGS TECH. HIGH,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,024089,EXCELSIOR SPRINGS 40,1080,EXCELSIOR SPRINGS TECH. HIGH,212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,024089,EXCELSIOR SPRINGS 40,1080,EXCELSIOR SPRINGS TECH. HIGH,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,024089,EXCELSIOR SPRINGS 40,1080,EXCELSIOR SPRINGS TECH. HIGH,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,024089,EXCELSIOR SPRINGS 40,1080,EXCELSIOR SPRINGS TECH. HIGH,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,024089,EXCELSIOR SPRINGS 40,1080,EXCELSIOR SPRINGS TECH. HIGH,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,024089,EXCELSIOR SPRINGS 40,1080,EXCELSIOR SPRINGS TECH. HIGH,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,024089,EXCELSIOR SPRINGS 40,1080,EXCELSIOR SPRINGS TECH. HIGH,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,024089,EXCELSIOR SPRINGS 40,1080,EXCELSIOR SPRINGS TECH. HIGH,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,024089,EXCELSIOR SPRINGS 40,3000,EXCELSIOR SPRINGS MIDDLE,730,12,1.6,0,0,0,0,6,0.8,0,0,5,0.7,1,0.1,0,0,12,1.6,0,0,2,0.3
2002,024089,EXCELSIOR SPRINGS 40,3000,EXCELSIOR SPRINGS MIDDLE,739,12,1.6,0,0,3,0.4,8,1.1,0,0,0,0,1,0.1,0,0,12,1.6,0,0,2,0.3
2003,024089,EXCELSIOR SPRINGS 40,3000,EXCELSIOR SPRINGS MIDDLE,722,20,2.8,0,0,5,0.7,10,1.4,2,0.3,1,0.1,2,0.3,3,0.4,17,2.4,0,0,5,0.7
2004,024089,EXCELSIOR SPRINGS 40,3000,EXCELSIOR SPRINGS MIDDLE,711,14,2,0,0,2,0.3,9,1.3,1,0.1,2,0.3,0,0,0,0,14,2,0,0,1,0.1
2005,024089,EXCELSIOR SPRINGS 40,3000,EXCELSIOR SPRINGS MIDDLE,711,13,1.8,0,0,3,0.4,8,1.1,0,0,0,0,2,0.3,0,0,13,1.8,0,0,5,0.7
2006,024089,EXCELSIOR SPRINGS 40,3000,EXCELSIOR SPRINGS MIDDLE,701,14,2,0,0,3,0.4,8,1.1,0,0,0,0,3,0.4,0,0,14,2,0,0,3,0.4
2007,024089,EXCELSIOR SPRINGS 40,3000,EXCELSIOR SPRINGS MIDDLE,675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,024089,EXCELSIOR SPRINGS 40,3000,EXCELSIOR SPRINGS MIDDLE,659,15,2.3,0,0,2,0.3,5,0.8,0,0,4,0.6,2,0.3,0,0,15,2.3,0,0,1,0.2
2009,024089,EXCELSIOR SPRINGS 40,3000,EXCELSIOR SPRINGS MIDDLE,658,12,1.8,0,0,1,0.2,8,1.2,0,0,1,0.2,2,0.3,0,0,12,1.8,0,0,0,0
2010,024089,EXCELSIOR SPRINGS 40,3000,EXCELSIOR SPRINGS MIDDLE,657,16,2.4,0,0,0,0,16,2.4,0,0,0,0,0,0,0,0,16,2.4,0,0,0,0
2011,024089,EXCELSIOR SPRINGS 40,3000,EXCELSIOR SPRINGS MIDDLE,634,35,5.5,2,0.3,5,0.8,11,1.7,0,0,4,0.6,1,0.2,1,0.2,34,5.4,0,0,8,1.3
2012,024089,EXCELSIOR SPRINGS 40,3000,EXCELSIOR SPRINGS MIDDLE,620,27,4.4,1,0.2,0,0,25,4,0,0,0,0,0,0,1,0.2,26,4.2,0,0,4,0.6
2013,024089,EXCELSIOR SPRINGS 40,3000,EXCELSIOR SPRINGS MIDDLE,630,39,6.2,0,0,0,0,38,6,0,0,0,0,1,0.2,4,0.6,35,5.6,0,0,11,1.7
2014,024089,EXCELSIOR SPRINGS 40,3000,EXCELSIOR SPRINGS MIDDLE,638,18,2.8,0,0,0,0,18,2.8,0,0,0,0,0,0,1,0.2,17,2.7,0,0,2,0.3
2015,024089,EXCELSIOR SPRINGS 40,3000,EXCELSIOR SPRINGS MIDDLE,616,26,4.2,0,0,0,0,25,4.1,0,0,0,0,0,0,18,2.9,8,1.3,0,0,3,0.5
2016,024089,EXCELSIOR SPRINGS 40,3000,EXCELSIOR SPRINGS MIDDLE,598,31,5.2,0,0,0,0,31,5.2,0,0,0,0,0,0,15,2.5,16,2.7,0,0,2,0.3
2001,024089,EXCELSIOR SPRINGS 40,4020,ELKHORN ELEM.,257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,024089,EXCELSIOR SPRINGS 40,4020,ELKHORN ELEM.,270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,024089,EXCELSIOR SPRINGS 40,4020,ELKHORN ELEM.,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,024089,EXCELSIOR SPRINGS 40,4020,ELKHORN ELEM.,278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,024089,EXCELSIOR SPRINGS 40,4020,ELKHORN ELEM.,268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,024089,EXCELSIOR SPRINGS 40,4020,ELKHORN ELEM.,270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,024089,EXCELSIOR SPRINGS 40,4020,ELKHORN ELEM.,259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,024089,EXCELSIOR SPRINGS 40,4020,ELKHORN ELEM.,249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,024089,EXCELSIOR SPRINGS 40,4020,ELKHORN ELEM.,225,2,0.9,0,0,2,0.9,0,0,0,0,0,0,0,0,0,0,2,0.9,0,0,0,0
2010,024089,EXCELSIOR SPRINGS 40,4020,ELKHORN ELEM.,228,1,0.4,0,0,0,0,0,0,0,0,0,0,1,0.4,0,0,1,0.4,0,0,0,0
2011,024089,EXCELSIOR SPRINGS 40,4020,ELKHORN ELEM.,259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,024089,EXCELSIOR SPRINGS 40,4020,ELKHORN ELEMENTARY,236,1,0.4,0,0,0,0,0,0,1,0.4,0,0,0,0,0,0,1,0.4,0,0,0,0
2013,024089,EXCELSIOR SPRINGS 40,4020,ELKHORN ELEMENTARY,233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,024089,EXCELSIOR SPRINGS 40,4020,ELKHORN ELEMENTARY,218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,024089,EXCELSIOR SPRINGS 40,4020,ELKHORN ELEMENTARY,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,024089,EXCELSIOR SPRINGS 40,4020,ELKHORN ELEMENTARY,209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,024089,EXCELSIOR SPRINGS 40,4040,LEWIS ELEM.,523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,024089,EXCELSIOR SPRINGS 40,4040,LEWIS ELEM.,502,1,0.2,0,0,0,0,1,0.2,0,0,0,0,0,0,0,0,1,0.2,0,0,0,0
2003,024089,EXCELSIOR SPRINGS 40,4040,LEWIS ELEM.,470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,024089,EXCELSIOR SPRINGS 40,4040,LEWIS ELEM.,461,3,0.7,0,0,0,0,0,0,0,0,0,0,3,0.7,0,0,3,0.7,0,0,0,0
2005,024089,EXCELSIOR SPRINGS 40,4040,LEWIS ELEM.,445,1,0.2,0,0,0,0,1,0.2,0,0,0,0,0,0,0,0,1,0.2,0,0,0,0
2006,024089,EXCELSIOR SPRINGS 40,4040,LEWIS ELEM.,413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,024089,EXCELSIOR SPRINGS 40,4040,LEWIS ELEM.,413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,024089,EXCELSIOR SPRINGS 40,4040,LEWIS ELEM.,491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,024089,EXCELSIOR SPRINGS 40,4040,LEWIS ELEM.,401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,024089,EXCELSIOR SPRINGS 40,4040,LEWIS ELEM.,435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,024089,EXCELSIOR SPRINGS 40,4040,LEWIS ELEM.,470,1,0.2,0,0,0,0,1,0.2,0,0,0,0,0,0,0,0,1,0.2,0,0,0,0
2012,024089,EXCELSIOR SPRINGS 40,4040,LEWIS ELEMENTARY,466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,024089,EXCELSIOR SPRINGS 40,4040,LEWIS ELEMENTARY,471,2,0.4,0,0,0,0,0,0,0,0,0,0,1,0.2,0,0,0,0,2,0.4,2,0.4
2014,024089,EXCELSIOR SPRINGS 40,4040,LEWIS ELEMENTARY,503,10,2,0,0,0,0,8,1.6,0,0,0,0,2,0.4,0,0,10,2,0,0,6,1.2
2015,024089,EXCELSIOR SPRINGS 40,4040,LEWIS ELEMENTARY,485,3,0.6,0,0,0,0,3,0.6,0,0,0,0,0,0,3,0.6,0,0,0,0,2,0.4
2016,024089,EXCELSIOR SPRINGS 40,4040,LEWIS ELEMENTARY,480,4,0.8,0,0,0,0,4,0.8,0,0,0,0,0,0,4,0.8,0,0,0,0,2,0.4
2001,024089,EXCELSIOR SPRINGS 40,4080,WESTVIEW ELEM.,623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,024089,EXCELSIOR SPRINGS 40,4080,WESTVIEW ELEM.,609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,024089,EXCELSIOR SPRINGS 40,4080,WESTVIEW ELEM.,610,1,0.2,0,0,0,0,1,0.2,0,0,0,0,0,0,0,0,1,0.2,0,0,0,0
2004,024089,EXCELSIOR SPRINGS 40,4080,WESTVIEW ELEM.,635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,024089,EXCELSIOR SPRINGS 40,4080,WESTVIEW ELEM.,614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,024089,EXCELSIOR SPRINGS 40,4080,WESTVIEW ELEM.,634,4,0.6,0,0,0,0,3,0.5,0,0,1,0.2,0,0,2,0.3,2,0.3,0,0,0,0
2007,024089,EXCELSIOR SPRINGS 40,4080,WESTVIEW ELEM.,633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,024089,EXCELSIOR SPRINGS 40,4080,WESTVIEW ELEM.,573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,024089,EXCELSIOR SPRINGS 40,4080,WESTVIEW ELEM.,655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,024089,EXCELSIOR SPRINGS 40,4080,WESTVIEW ELEM.,596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,024089,EXCELSIOR SPRINGS 40,4080,WESTVIEW ELEM.,570,1,0.2,0,0,0,0,1,0.2,0,0,0,0,0,0,0,0,1,0.2,0,0,0,0
2012,024089,EXCELSIOR SPRINGS 40,4080,WESTVIEW ELEMENTARY,579,1,0.2,0,0,0,0,0,0,0,0,0,0,1,0.2,0,0,1,0.2,0,0,0,0
2013,024089,EXCELSIOR SPRINGS 40,4080,WESTVIEW ELEMENTARY,525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,024089,EXCELSIOR SPRINGS 40,4080,WESTVIEW ELEMENTARY,525,1,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.2,0,0,0,0
2015,024089,EXCELSIOR SPRINGS 40,4080,WESTVIEW ELEMENTARY,502,1,0.2,0,0,0,0,1,0.2,0,0,0,0,0,0,0,0,1,0.2,0,0,0,0
2016,024089,EXCELSIOR SPRINGS 40,4080,WESTVIEW ELEMENTARY,529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,024090,LIBERTY 53,1010,GARRISON SCH.,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,024090,LIBERTY 53,1010,GARRISON SCH.,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,024090,LIBERTY 53,1010,GARRISON SCH.,39,2,5.1,0,0,0,0,0,0,0,0,2,5.1,0,0,0,0,2,5.1,0,0,2,5.1
2001,024090,LIBERTY 53,1015,JUVENILE JUSTICE CTR.,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,024090,LIBERTY 53,1015,JUVENILE JUSTICE CTR.,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,024090,LIBERTY 53,1015,JUVENILE JUSTICE CTR.,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,024090,LIBERTY 53,1015,JUVENILE JUSTICE CTR.,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,024090,LIBERTY 53,1050,LIBERTY HIGH,1432,16,1.1,2,0.1,4,0.3,5,0.3,1,0.1,3,0.2,1,0.1,1,0.1,15,1,0,0,0,0
2002,024090,LIBERTY 53,1050,LIBERTY HIGH,1492,36,2.4,7,0.5,18,1.2,11,0.7,0,0,0,0,0,0,3,0.2,33,2.2,0,0,6,0.4
2003,024090,LIBERTY 53,1050,LIBERTY HIGH,1598,19,1.2,5,0.3,7,0.4,3,0.2,0,0,4,0.3,0,0,0,0,18,1.1,1,0.1,5,0.3
2004,024090,LIBERTY 53,1050,LIBERTY HIGH,1623,48,3,8,0.5,18,1.1,18,1.1,0,0,4,0.2,0,0,15,0.9,33,2,0,0,20,1.2
2005,024090,LIBERTY 53,1050,LIBERTY HIGH,1651,23,1.4,1,0.1,9,0.5,12,0.7,1,0.1,0,0,0,0,5,0.3,18,1.1,0,0,8,0.5
2006,024090,LIBERTY 53,1050,LIBERTY HIGH,1770,54,3.1,9,0.5,9,0.5,36,2,0,0,0,0,0,0,26,1.5,28,1.6,0,0,7,0.4
2007,024090,LIBERTY 53,1050,LIBERTY HIGH,1938,33,1.7,6,0.3,5,0.3,20,1,2,0.1,0,0,0,0,14,0.7,19,1,0,0,3,0.2
2008,024090,LIBERTY 53,1050,LIBERTY HIGH,2028,31,1.5,10,0.5,13,0.6,8,0.4,0,0,0,0,0,0,18,0.9,13,0.6,0,0,27,1.3
2009,024090,LIBERTY 53,1050,LIBERTY HIGH,2093,3,0.1,0,0,2,0.1,1,0,0,0,0,0,0,0,1,0,2,0.1,0,0,3,0.1
2010,024090,LIBERTY 53,1050,LIBERTY HIGH,2143,8,0.4,0,0,2,0.1,5,0.2,0,0,1,0,0,0,3,0.1,5,0.2,0,0,5,0.2
2011,024090,LIBERTY 53,1050,LIBERTY HIGH,1680,26,1.5,0,0,13,0.8,9,0.5,0,0,3,0.2,1,0.1,0,0,26,1.5,0,0,5,0.3
2012,024090,LIBERTY 53,1050,LIBERTY HIGH,1534,27,1.8,0,0,19,1.2,3,0.2,0,0,4,0.3,1,0.1,0,0,27,1.8,0,0,1,0.1
2013,024090,LIBERTY 53,1050,LIBERTY HIGH,1494,30,2,0,0,20,1.3,4,0.3,0,0,5,0.3,1,0.1,1,0.1,29,1.9,0,0,3,0.2
2014,024090,LIBERTY 53,1050,LIBERTY HIGH,1785,28,1.6,0,0,13,0.7,6,0.3,0,0,3,0.2,6,0.3,3,0.2,25,1.4,0,0,0,0
2015,024090,LIBERTY 53,1050,LIBERTY HIGH,1719,26,1.5,0,0,8,0.5,13,0.8,0,0,2,0.1,3,0.2,0,0,26,1.5,0,0,0,0
2016,024090,LIBERTY 53,1050,LIBERTY HIGH,1767,37,2.1,2,0.1,16,0.9,13,0.7,0,0,6,0.3,0,0,4,0.2,33,1.9,0,0,0,0
2011,024090,LIBERTY 53,1070,LIBERTY NORTH HIGH SCHOOL,453,12,2.6,0,0,6,1.3,6,1.3,0,0,0,0,0,0,12,2.6,0,0,0,0,6,1.3
2012,024090,LIBERTY 53,1070,LIBERTY NORTH HIGH SCHOOL,733,25,3.4,0,0,6,0.8,14,1.9,4,0.5,1,0.1,0,0,10,1.4,15,2,0,0,2,0.3
2013,024090,LIBERTY 53,1070,LIBERTY NORTH HIGH SCHOOL,810,20,2.5,0,0,15,1.9,4,0.5,0,0,1,0.1,0,0,5,0.6,15,1.9,0,0,3,0.4
2014,024090,LIBERTY 53,1070,LIBERTY NORTH HIGH SCHOOL,1438,42,2.9,0,0,14,1,15,1,3,0.2,10,0.7,0,0,19,1.3,23,1.6,0,0,3,0.2
2015,024090,LIBERTY 53,1070,LIBERTY NORTH HIGH SCHOOL,1628,56,3.4,0,0,22,1.4,21,1.3,1,0.1,8,0.5,4,0.2,5,0.3,51,3.1,0,0,2,0.1
2016,024090,LIBERTY 53,1070,LIBERTY NORTH HIGH SCHOOL,1764,52,2.9,1,0.1,12,0.7,30,1.7,0,0,9,0.5,0,0,10,0.6,42,2.4,0,0,0,0
2001,024090,LIBERTY 53,2050,LIBERTY JR. HIGH,1068,10,0.9,0,0,6,0.6,3,0.3,0,0,1,0.1,0,0,0,0,10,0.9,0,0,1,0.1
2002,024090,LIBERTY 53,2050,LIBERTY JR. HIGH,1114,20,1.8,1,0.1,3,0.3,11,1,3,0.3,1,0.1,1,0.1,11,1,9,0.8,0,0,0,0
2003,024090,LIBERTY 53,2050,LIBERTY JR. HIGH,1129,30,2.7,1,0.1,12,1.1,16,1.4,0,0,1,0.1,0,0,1,0.1,29,2.6,0,0,8,0.7
2004,024090,LIBERTY 53,2050,LIBERTY JR. HIGH,1188,9,0.8,0,0,4,0.3,4,0.3,0,0,1,0.1,0,0,0,0,9,0.8,0,0,4,0.3
2005,024090,LIBERTY 53,2050,LIBERTY JR. HIGH,720,16,2.2,0,0,9,1.3,5,0.7,1,0.1,0,0,1,0.1,0,0,16,2.2,0,0,9,1.3
2006,024090,LIBERTY 53,2050,LIBERTY JR. HIGH,764,12,1.6,1,0.1,3,0.4,8,1,0,0,0,0,0,0,1,0.1,11,1.4,0,0,9,1.2
2007,024090,LIBERTY 53,2050,LIBERTY JR. HIGH,828,21,2.5,2,0.2,6,0.7,9,1.1,0,0,0,0,4,0.5,1,0.1,20,2.4,0,0,11,1.3
2008,024090,LIBERTY 53,2050,LIBERTY JR. HIGH,841,4,0.5,0,0,1,0.1,3,0.4,0,0,0,0,0,0,0,0,4,0.5,0,0,0,0
2009,024090,LIBERTY 53,2050,LIBERTY JR. HIGH,823,9,1.1,1,0.1,3,0.4,5,0.6,0,0,0,0,0,0,0,0,9,1.1,0,0,1,0.1
2010,024090,LIBERTY 53,2050,LIBERTY JR. HIGH,774,12,1.6,0,0,9,1.2,3,0.4,0,0,0,0,0,0,0,0,12,1.6,0,0,7,0.9
2011,024090,LIBERTY 53,2050,LIBERTY JR. HIGH,799,12,1.5,0,0,4,0.5,7,0.9,0,0,0,0,1,0.1,0,0,12,1.5,0,0,0,0
2012,024090,LIBERTY 53,2050,LIBERTY JR. HIGH,772,4,0.5,0,0,2,0.3,1,0.1,0,0,0,0,1,0.1,0,0,4,0.5,0,0,0,0
2013,024090,LIBERTY 53,2050,LIBERTY JR. HIGH,784,9,1.1,0,0,9,1.1,0,0,0,0,0,0,0,0,0,0,9,1.1,0,0,0,0
2005,024090,LIBERTY 53,2070,SOUTH VALLEY JR. HIGH,543,8,1.5,0,0,6,1.1,2,0.4,0,0,0,0,0,0,0,0,8,1.5,0,0,3,0.6
2006,024090,LIBERTY 53,2070,SOUTH VALLEY JR. HIGH,576,7,1.2,0,0,7,1.2,0,0,0,0,0,0,0,0,0,0,7,1.2,0,0,0,0
2007,024090,LIBERTY 53,2070,SOUTH VALLEY JR. HIGH,568,4,0.7,1,0.2,1,0.2,2,0.4,0,0,0,0,0,0,2,0.4,2,0.4,0,0,0,0
2008,024090,LIBERTY 53,2070,SOUTH VALLEY JR. HIGH,575,4,0.7,0,0,0,0,3,0.5,0,0,0,0,1,0.2,1,0.2,3,0.5,0,0,0,0
2009,024090,LIBERTY 53,2070,SOUTH VALLEY JR. HIGH,620,1,0.2,0,0,1,0.2,0,0,0,0,0,0,0,0,0,0,1,0.2,0,0,0,0
2010,024090,LIBERTY 53,2070,SOUTH VALLEY JR. HIGH,691,4,0.6,0,0,2,0.3,2,0.3,0,0,0,0,0,0,1,0.1,3,0.4,0,0,2,0.3
2011,024090,LIBERTY 53,2070,SOUTH VALLEY JR. HIGH,754,10,1.3,0,0,0,0,3,0.4,0,0,7,0.9,0,0,1,0.1,9,1.2,0,0,3,0.4
2012,024090,LIBERTY 53,2070,SOUTH VALLEY JR. HIGH,824,5,0.6,0,0,0,0,4,0.5,0,0,1,0.1,0,0,1,0.1,4,0.5,0,0,0,0
2013,024090,LIBERTY 53,2070,SOUTH VALLEY JR. HIGH,874,7,0.8,0,0,4,0.5,1,0.1,0,0,1,0.1,1,0.1,0,0,7,0.8,0,0,3,0.3
2001,024090,LIBERTY 53,3050,LIBERTY MIDDLE,1087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,024090,LIBERTY 53,3050,LIBERTY MIDDLE,1119,3,0.3,0,0,2,0.2,0,0,0,0,1,0.1,0,0,0,0,3,0.3,0,0,2,0.2
2003,024090,LIBERTY 53,3050,LIBERTY MIDDLE,691,1,0.1,0,0,0,0,0,0,0,0,1,0.1,0,0,0,0,1,0.1,0,0,1,0.1
2004,024090,LIBERTY 53,3050,LIBERTY MIDDLE,691,4,0.6,0,0,1,0.1,1,0.1,0,0,2,0.3,0,0,0,0,4,0.6,0,0,1,0.1
2005,024090,LIBERTY 53,3050,LIBERTY MIDDLE,724,5,0.7,0,0,0,0,5,0.7,0,0,0,0,0,0,0,0,5,0.7,0,0,3,0.4
2006,024090,LIBERTY 53,3050,LIBERTY MIDDLE,727,5,0.7,0,0,0,0,5,0.7,0,0,0,0,0,0,1,0.1,4,0.6,0,0,0,0
2007,024090,LIBERTY 53,3050,LIBERTY MIDDLE,770,1,0.1,0,0,0,0,1,0.1,0,0,0,0,0,0,0,0,1,0.1,0,0,0,0
2008,024090,LIBERTY 53,3050,LIBERTY MIDDLE,769,3,0.4,0,0,0,0,2,0.3,0,0,0,0,1,0.1,0,0,3,0.4,0,0,0,0
2009,024090,LIBERTY 53,3050,LIBERTY MIDDLE,846,4,0.5,0,0,1,0.1,3,0.4,0,0,0,0,0,0,0,0,4,0.5,0,0,0,0
2010,024090,LIBERTY 53,3050,LIBERTY MIDDLE SCHOOL,778,5,0.6,0,0,0,0,5,0.6,0,0,0,0,0,0,0,0,5,0.6,0,0,1,0.1
2011,024090,LIBERTY 53,3050,LIBERTY MIDDLE SCHOOL,738,7,0.9,0,0,4,0.5,2,0.3,0,0,1,0.1,0,0,0,0,7,0.9,0,0,4,0.5
2012,024090,LIBERTY 53,3050,LIBERTY MIDDLE SCHOOL,799,5,0.6,0,0,0,0,4,0.5,0,0,1,0.1,0,0,0,0,5,0.6,0,0,0,0
2013,024090,LIBERTY 53,3050,LIBERTY MIDDLE SCHOOL,812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,024090,LIBERTY 53,3050,LIBERTY MIDDLE SCHOOL,680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,024090,LIBERTY 53,3050,LIBERTY MIDDLE SCHOOL,699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,024090,LIBERTY 53,3050,LIBERTY MIDDLE SCHOOL,708,2,0.3,1,0.1,0,0,0,0,1,0.1,0,0,0,0,0,0,2,0.3,0,0,0,0
2003,024090,LIBERTY 53,3070,SOUTH VALLEY MIDDLE,499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,024090,LIBERTY 53,3070,SOUTH VALLEY MIDDLE,536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,024090,LIBERTY 53,3070,SOUTH VALLEY MIDDLE,543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,024090,LIBERTY 53,3070,SOUTH VALLEY MIDDLE,582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,024090,LIBERTY 53,3070,SOUTH VALLEY MIDDLE,562,2,0.4,0,0,0,0,1,0.2,1,0.2,0,0,0,0,1,0.2,1,0.2,0,0,0,0
2008,024090,LIBERTY 53,3070,SOUTH VALLEY MIDDLE,627,3,0.5,0,0,0,0,3,0.5,0,0,0,0,0,0,1,0.2,2,0.3,0,0,0,0
2009,024090,LIBERTY 53,3070,SOUTH VALLEY MIDDLE,658,3,0.5,0,0,0,0,2,0.3,0,0,0,0,1,0.2,0,0,3,0.5,0,0,0,0
2010,024090,LIBERTY 53,3070,SOUTH VALLEY MIDDLE,809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,024090,LIBERTY 53,3070,SOUTH VALLEY MIDDLE,893,2,0.2,0,0,0,0,2,0.2,0,0,0,0,0,0,0,0,2,0.2,0,0,0,0
